"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2014","2014",53700,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2015","2015",55900,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2016","2016",56600,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2017","2017",58400,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2018","2018",60600,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2019","2019",63600,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2020","2020",65400,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2010","2010",111803.21,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2011","2011",110190.4,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2012","2012",109760.86,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2013","2013",111011.32,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2014","2014",112459.68,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2015","2015",113408.23,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2016","2016",113966.86,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2017","2017",115165.5,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2018","2018",115774.01,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2019","2019",118188.95,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2020","2020",121498.24,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2010","2010",33466.67,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2011","2011",33984.25,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2012","2012",34296.94,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2013","2013",34515.63,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2014","2014",34561.97,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2015","2015",34634.69,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2016","2016",34784.38,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2017","2017",35109.73,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2018","2018",35779.61,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2019","2019",36909.61,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","GBR","United Kingdom","2020","2020",37943.08,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","USA","United States","2010","2010",68700,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","USA","United States","2011","2011",69880,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","USA","United States","2012","2012",69550,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","USA","United States","2013","2013",70610,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","USA","United States","2014","2014",71640,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","USA","United States","2015","2015",72980,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","USA","United States","2016","2016",74250,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","USA","United States","2017","2017",75770,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","USA","United States","2018","2018",77670,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","USA","United States","2019","2019",79400,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","USA","United States","2020","2020",81630,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2011","2011",18549952,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2012","2012",18649092,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2013","2013",26121097.11,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2014","2014",26796729.94,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2015","2015",33832189.29,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2016","2016",35544176.57,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2017","2017",34779151.9,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2018","2018",35698359.42,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2019","2019",37135178,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2020","2020",38455052,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2021","2021",39391875,"P","Provisional value"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2011","2011",21410070,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2012","2012",27175710,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2013","2013",30407435.26,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2014","2014",42657330.26,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2015","2015",55397884.58,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2016","2016",60510487.65,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2017","2017",62152861.92,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2018","2018",64427275.93,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2019","2019",63921545,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2020","2020",64096983,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2021","2021",66095937,"P","Provisional value"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2011","2011",12587946,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2012","2012",14305456,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2013","2013",18465421.96,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2014","2014",18517053.75,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2015","2015",20845281,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2016","2016",22071826.28,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2017","2017",22239154.35,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2018","2018",23128603.67,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2019","2019",22677394,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2020","2020",23464353,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","CHL","Chile","2021","2021",25050856,"P","Provisional value"
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2010","2010",17205.91,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2011","2011",17488.73,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2012","2012",17913.94,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2013","2013",18738.95,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2014","2014",20366.81,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2015","2015",21927.21,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2016","2016",23834.92,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2017","2017",24751.31,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2018","2018",26255.41,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2019","2019",28605.96,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2020","2020",32512.07,"B","Break"
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2021","2021",36794.69,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2010","2010",21817.52,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2011","2011",23036.82,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2012","2012",24444.36,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2013","2013",25686.44,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2014","2014",27481.61,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2015","2015",29746.67,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2016","2016",32937.79,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2017","2017",33665.82,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2018","2018",35901.29,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2019","2019",37568.64,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2020","2020",43360.93,"B","Break"
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2021","2021",49324.48,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2010","2010",10488.28,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2011","2011",10590.64,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2012","2012",10841.65,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2013","2013",12353.75,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2014","2014",12552.42,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2015","2015",13964.82,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2016","2016",15509.38,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2017","2017",15455.97,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2018","2018",16692.18,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2019","2019",17716.68,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2020","2020",20306.62,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","EST","Estonia","2021","2021",24655.38,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2010","2010",212391,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2011","2011",225368,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2012","2012",259790.94,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2013","2013",261881.66,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2014","2014",277526.97,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2015","2015",283774.67,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2016","2016",287734.24,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2017","2017",285508.93,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2018","2018",279139,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2019","2019",278180,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2020","2020",272132,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2010","2010",414806,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2011","2011",445507,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2012","2012",478644.34,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2013","2013",492145.1,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2014","2014",514245.7,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2015","2015",554195.69,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2016","2016",566180.14,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2017","2017",579543.2,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2018","2018",571921,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2019","2019",598640,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2020","2020",593962,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2010","2010",166983.53,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2011","2011",174304.99,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2012","2012",182051.16,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2013","2013",195511.16,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2014","2014",207808.8,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2015","2015",214211.86,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2016","2016",221237.08,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2017","2017",226594.72,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2018","2018",229230.58,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2019","2019",234686.71,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2020","2020",244202.72,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","ISR","Israel","2021","2021",243704.59,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2010","2010",51531,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2011","2011",51136,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2012","2012",50512,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2013","2013",48912,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2014","2014",50607,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2015","2015",48242,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2016","2016",49305,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2017","2017",50570,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2018","2018",55218,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2019","2019",54561,,
"RVNURMEG","Remuneration of general practitioners","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2020","2020",54978,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2010","2010",55573,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2011","2011",53465,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2012","2012",51652,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2013","2013",49029,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2014","2014",49693,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2015","2015",47979,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2016","2016",48695,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2017","2017",50537,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2018","2018",53287,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2019","2019",53867,,
"RVNURMED","Remuneration of specialists","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2020","2020",54702,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2010","2010",21960,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2011","2011",27359,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2012","2012",26736,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2013","2013",25900,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2014","2014",26850,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2015","2015",26265,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2016","2016",27233,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2017","2017",27469,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2018","2018",27626,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2019","2019",29508,,
"RVNURINF","Remuneration of hospital nurses","YSALARMT","Salaried, annual income, NCU","SVN","Slovenia","2020","2020",32410,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2011","2011",125204,"E; B; D","Estimated value; Break; Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2012","2012",129991,"E; D","Estimated value; Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2013","2013",136067,"E; B; D","Estimated value; Break; Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2014","2014",140506,"E; D","Estimated value; Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2015","2015",144444,"E; D","Estimated value; Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2016","2016",148062,"E; D","Estimated value; Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2017","2017",148084,"E; D","Estimated value; Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2018","2018",149479,"E; D","Estimated value; Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2019","2019",147370,"E; D","Estimated value; Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2020","2020",143463,"E; D","Estimated value; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2011","2011",308216,"E; B; D","Estimated value; Break; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2012","2012",317217,"E; D","Estimated value; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2013","2013",291406,"E; B; D","Estimated value; Break; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2014","2014",293825,"E; D","Estimated value; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2015","2015",295411,"E; D","Estimated value; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2016","2016",292031,"E; D","Estimated value; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2017","2017",299793,"E; D","Estimated value; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2018","2018",302940,"E; D","Estimated value; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2019","2019",307967,"E; D","Estimated value; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUS","Australia","2020","2020",309171,"E; D","Estimated value; Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2010","2010",98303,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2011","2011",99004,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2012","2012",100956,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2013","2013",105781,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2014","2014",106010,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2015","2015",112964,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2016","2016",119793,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2017","2017",126122,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2010","2010",154765,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2011","2011",154759,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2012","2012",158198,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2013","2013",161563,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2014","2014",163820,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2015","2015",170298,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2016","2016",174043,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","AUT","Austria","2017","2017",184663,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2010","2010",90427,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2011","2011",93264,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2012","2012",95911,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2013","2013",99099,"D","Difference in methodology"
